file,time,id,a,b,c
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307486,1099,"261",8,18431
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307491,1099,"262",8,18432
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307495,1099,"263",8,18433
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307500,1099,"264",8,18434
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307509,1099,"265",10,18435
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307516,1099,"266",8,18436
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:19.307518,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.699927,1099,"260",8,18437
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.700048,1099,"260",10,18438
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.700115,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.726373,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.741014,1010,"DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.801244,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.950389,1099,"260",8,18439
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.950446,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:20.950495,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:21.002065,1010,"DISPLAY\Default_Monitor\7&16b8ddb4&0&UID260",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:21.053020,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:24.281701,1099,"260",10,18440
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:24.527469,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:24.527522,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:32:24.557971,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618946,1099,"256",10,18441
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618962,1099,"257",8,18442
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618967,1099,"258",8,18443
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618971,1099,"259",8,18444
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618978,1099,"260",10,18445
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618985,1099,"261",8,18446
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618990,1099,"262",8,18447
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618994,1099,"263",8,18448
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.618999,1099,"264",8,18449
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.619007,1099,"265",10,18450
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.619014,1099,"266",8,18451
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:02.619016,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.015309,1099,"260",8,18452
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.015428,1099,"260",10,18453
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.015534,220,"GPU",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.040804,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.054317,1010,"DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260",,
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.115561,1099,"0",0,0
g80sh-conn-0923-2325-1.etl,2026-09-23 23:33:04.248225,1099,"260",8,18454
